Measurement conditions,,,
Sample identification,m-M1-As Noturn 06-04-23,,
30.26103978,48.195,5044,71.0211
30.27190622,48.195,4967,70.4769
30.28277266,48.195,5001,70.7177
30.2936391,48.195,4967,70.4769
30.30450554,48.195,5074,71.232
30.31537198,48.195,5026,70.8943
30.32623842,48.195,4998,70.6965
30.33710486,48.195,4980,70.5691
30.3479713,48.195,4810,69.3542
30.35883774,48.195,4969,70.4911
30.36970418,48.195,4899,69.9929
30.38057062,48.195,4926,70.1855
30.39143706,48.195,5083,71.2952
30.4023035,48.195,4986,70.6116
30.41316994,48.195,5018,70.8378
30.42403638,48.195,4924,70.1712
30.43490282,48.195,4975,70.5337
30.44576926,48.195,4837,69.5485
30.4566357,48.195,4975,70.5337
30.46750214,48.195,4959,70.4202
30.47836858,48.195,5043,71.0141
30.48923502,48.195,4989,70.6329
30.50010146,48.195,4994,70.6682
30.5109679,48.195,4926,70.1855
30.52183434,48.195,5028,70.9084
30.53270078,48.195,4985,70.6045
30.54356722,48.195,5088,71.3302
30.55443366,48.195,4984,70.5975
30.5653001,48.195,4954,70.3847
30.57616654,48.195,4914,70.0999
30.58703298,48.195,5006,70.7531
30.59789942,48.195,4972,70.5124
30.60876586,48.195,5104,71.4423
30.6196323,48.195,4961,70.4344
30.63049874,48.195,5026,70.8943
30.64136518,48.195,4914,70.0999
30.65223162,48.195,5088,71.3302
30.66309806,48.195,4938,70.2709
30.6739645,48.195,4978,70.5549
30.68483094,48.195,4914,70.0999
30.69569738,48.195,4979,70.562
30.70656382,48.195,5044,71.0211
30.71743026,48.195,5040,70.993
30.7282967,48.195,5061,71.1407
30.73916314,48.195,4991,70.647
30.75002958,48.195,5016,70.8237
30.76089602,48.195,4986,70.6116
30.77176246,48.195,5004,70.739
30.7826289,48.195,5003,70.7319
30.79349534,48.195,4956,70.3989
30.80436178,48.195,4948,70.342
30.81522822,48.195,4855,69.6778
30.82609466,48.195,4944,70.3136
30.8369611,48.195,4959,70.4202
30.84782754,48.195,5072,71.218
30.85869398,48.195,5016,70.8237
30.86956042,48.195,4864,69.7424
30.88042686,48.195,4908,70.0571
30.8912933,48.195,5008,70.7672
30.90215974,48.195,4955,70.3918
30.91302618,48.195,4935,70.2496
30.92389262,48.195,4939,70.278
30.93475906,48.195,5142,71.7077
30.9456255,48.195,4995,70.6753
30.95649194,48.195,4872,69.7997
30.96735838,48.195,4804,69.3109
30.97822482,48.195,5006,70.7531
30.98909126,48.195,4923,70.1641
30.9999577,48.195,4963,70.4486
31.01082414,48.195,5017,70.8308
31.02169058,48.195,5055,71.0985
31.03255702,48.195,5044,71.0211
31.04342346,48.195,5000,70.7107
31.0542899,48.195,4999,70.7036
31.06515634,48.195,4918,70.1285
31.07602278,48.195,4952,70.3704
31.08688922,48.195,4907,70.05
31.09775566,48.195,4924,70.1712
31.1086221,48.195,4937,70.2638
31.11948854,48.195,4920,70.1427
31.13035498,48.195,5029,70.9154
31.14122142,48.195,4877,69.8355
31.15208786,48.195,5043,71.0141
31.1629543,48.195,4887,69.9071
31.17382074,48.195,4934,70.2424
31.18468718,48.195,5048,71.0493
31.19555362,48.195,5049,71.0563
31.20642006,48.195,5183,71.9931
31.2172865,48.195,5047,71.0422
31.22815294,48.195,5027,70.9013
31.23901938,48.195,5152,71.7774
31.24988582,48.195,5065,71.1688
31.26075226,48.195,4998,70.6965
31.2716187,48.195,5071,71.211
31.28248514,48.195,5098,71.4003
31.29335158,48.195,5317,72.9178
31.30421802,48.195,5198,72.0972
31.31508446,48.195,5218,72.2357
31.3259509,48.195,5168,71.8888
31.33681734,48.195,5129,71.617
31.34768378,48.195,5244,72.4155
31.35855022,48.195,5247,72.4362
31.36941666,48.195,5300,72.8011
31.3802831,48.195,5370,73.2803
31.39114954,48.195,5485,74.0608
31.40201598,48.195,5453,73.8444
31.41288242,48.195,5428,73.675
31.42374886,48.195,5395,73.4507
31.4346153,48.195,5488,74.081
31.44548174,48.195,5550,74.4983
31.45634818,48.195,5726,75.6703
31.46721462,48.195,5804,76.184
31.47808106,48.195,5881,76.6877
31.4889475,48.195,5936,77.0454
31.49981394,48.195,6061,77.8524
31.51068038,48.195,6066,77.8845
31.52154682,48.195,5925,76.974
31.53241326,48.195,6135,78.3262
31.5432797,48.195,6194,78.702
31.55414614,48.195,6181,78.6193
31.56501258,48.195,6277,79.2275
31.57587902,48.195,6371,79.8185
31.58674546,48.195,6253,79.0759
31.5976119,48.195,6237,78.9747
31.60847834,48.195,6139,78.3518
31.61934478,48.195,6193,78.6956
31.63021122,48.195,6090,78.0385
31.64107766,48.195,6142,78.3709
31.6519441,48.195,6249,79.0506
31.66281054,48.195,6311,79.4418
31.67367698,48.195,6124,78.256
31.68454342,48.195,6361,79.7559
31.69540986,48.195,6274,79.2086
31.7062763,48.195,6146,78.3964
31.71714274,48.195,6229,78.924
31.72800918,48.195,6075,77.9423
31.73887562,48.195,6116,78.2049
31.74974206,48.195,6200,78.7401
31.7606085,48.195,6111,78.1729
31.77147494,48.195,6087,78.0192
31.78234138,48.195,6057,77.8267
31.79320782,48.195,5841,76.4264
31.80407426,48.195,5872,76.629
31.8149407,48.195,5816,76.2627
31.82580714,48.195,5780,76.0263
31.83667358,48.195,5665,75.2662
31.84754002,48.195,5565,74.5989
31.85840646,48.195,5450,73.8241
31.8692729,48.195,5721,75.6373
31.88013934,48.195,5403,73.5051
31.89100578,48.195,5521,74.3034
31.90187222,48.195,5415,73.5867
31.91273866,48.195,5528,74.3505
31.9236051,48.195,5478,74.0135
31.93447154,48.195,5353,73.1642
31.94533798,48.195,5276,72.6361
31.95620442,48.195,5277,72.643
31.96707086,48.195,5260,72.5259
31.9779373,48.195,5215,72.215
31.98880374,48.195,5245,72.4224
31.99967018,48.195,5192,72.0555
32.01053662,48.195,5166,71.8749
32.02140306,48.195,5093,71.3653
32.0322695,48.195,5238,72.374
32.04313594,48.195,5068,71.1899
32.05400238,48.195,5098,71.4003
32.06486882,48.195,5130,71.624
32.07573526,48.195,5066,71.1758
32.0866017,48.195,4997,70.6895
32.09746814,48.195,4994,70.6682
32.10833458,48.195,5052,71.0774
32.11920102,48.195,4963,70.4486
32.13006746,48.195,4824,69.455
32.1409339,48.195,4929,70.2068
32.15180034,48.195,4958,70.4131
32.16266678,48.195,4997,70.6895
32.17353322,48.195,4887,69.9071
32.18439966,48.195,4951,70.3633
32.1952661,48.195,5100,71.4143
32.20613254,48.195,4982,70.5833
32.21699898,48.195,4797,69.2604
32.22786542,48.195,4974,70.5266
32.23873186,48.195,4781,69.1448
32.2495983,48.195,4777,69.1158
32.26046474,48.195,4778,69.1231
32.27133118,48.195,4870,69.7854
32.28219762,48.195,4760,68.9928
32.29306406,48.195,4753,68.942
32.3039305,48.195,4735,68.8113
32.31479694,48.195,4662,68.2788
32.32566338,48.195,4649,68.1836
32.33652982,48.195,4767,69.0435
32.34739626,48.195,4801,69.2892
32.3582627,48.195,4668,68.3228
32.36912914,48.195,4743,68.8694
32.37999558,48.195,4800,69.282
32.39086202,48.195,4857,69.6922
32.40172846,48.195,4976,70.5408
32.4125949,48.195,4854,69.6707
32.42346134,48.195,4932,70.2282
32.43432778,48.195,4780,69.1375
32.44519422,48.195,4734,68.8041
32.45606066,48.195,4743,68.8694
32.4669271,48.195,4771,69.0724
32.47779354,48.195,4815,69.3902
32.48865998,48.195,4883,69.8785
32.49952642,48.195,4918,70.1285
32.51039286,48.195,5021,70.859
32.5212593,48.195,5031,70.9295
32.53212574,48.195,5081,71.2811
32.54299218,48.195,4949,70.3491
32.55385862,48.195,4730,68.775
32.56472506,48.195,4841,69.5773
32.5755915,48.195,4885,69.8928
32.58645794,48.195,4918,70.1285
32.59732438,48.195,4951,70.3633
32.60819082,48.195,4900,70
32.61905726,48.195,4915,70.1071
32.6299237,48.195,5096,71.3863
32.64079014,48.195,4992,70.6541
32.65165658,48.195,4879,69.8498
32.66252302,48.195,4833,69.5198
32.67338946,48.195,4977,70.5479
32.6842559,48.195,5047,71.0422
32.69512234,48.195,5068,71.1899
32.70598878,48.195,4921,70.1498
32.71685522,48.195,4971,70.5053
32.72772166,48.195,4845,69.606
32.7385881,48.195,4936,70.2567
32.74945454,48.195,4851,69.6491
32.76032098,48.195,4923,70.1641
32.77118742,48.195,4965,70.4628
32.78205386,48.195,5025,70.8872
32.7929203,48.195,5064,71.1618
32.80378674,48.195,5197,72.0902
32.81465318,48.195,5154,71.7914
32.82551962,48.195,5240,72.3878
32.83638606,48.195,5177,71.9514
32.8472525,48.195,5265,72.5603
32.85811894,48.195,5093,71.3653
32.86898538,48.195,5313,72.8903
32.87985182,48.195,5092,71.3583
32.89071826,48.195,5059,71.1266
32.9015847,48.195,5057,71.1126
32.91245114,48.195,4924,70.1712
32.92331758,48.195,5156,71.8053
32.93418402,48.195,4848,69.6276
32.94505046,48.195,4863,69.7352
32.9559169,48.195,4824,69.455
32.96678334,48.195,4842,69.5845
32.97764978,48.195,4679,68.4032
32.98851622,48.195,4550,67.4537
32.99938266,48.195,4745,68.884
33.0102491,48.195,4715,68.6659
33.02111554,48.195,4693,68.5055
33.03198198,48.195,4604,67.8528
33.04284842,48.195,4704,68.5857
33.05371486,48.195,4738,68.8331
33.0645813,48.195,4686,68.4544
33.07544774,48.195,4804,69.3109
33.08631418,48.195,4635,68.0808
33.09718062,48.195,4693,68.5055
33.10804706,48.195,4750,68.9202
33.1189135,48.195,4751,68.9275
33.12977994,48.195,4715,68.6659
33.14064638,48.195,4751,68.9275
33.15151282,48.195,4779,69.1303
33.16237926,48.195,4780,69.1375
33.1732457,48.195,4968,70.484
33.18411214,48.195,4804,69.3109
33.19497858,48.195,4784,69.1665
33.20584502,48.195,4744,68.8767
33.21671146,48.195,4913,70.0928
33.2275779,48.195,4778,69.1231
33.23844434,48.195,4743,68.8694
33.24931078,48.195,4961,70.4344
33.26017722,48.195,4922,70.157
33.27104366,48.195,4827,69.4766
33.2819101,48.195,4701,68.5638
33.29277654,48.195,4945,70.3207
33.30364298,48.195,4871,69.7925
33.31450942,48.195,4842,69.5845
33.32537586,48.195,4890,69.9285
33.3362423,48.195,4869,69.7782
33.34710874,48.195,4784,69.1665
33.35797518,48.195,4843,69.5917
33.36884162,48.195,4952,70.3704
33.37970806,48.195,5020,70.852
33.3905745,48.195,4917,70.1213
33.40144094,48.195,5018,70.8378
33.41230738,48.195,5048,71.0493
33.42317382,48.195,5154,71.7914
33.43404026,48.195,5015,70.8167
33.4449067,48.195,5178,71.9583
33.45577314,48.195,5139,71.6868
33.46663958,48.195,5197,72.0902
33.47750602,48.195,5181,71.9792
33.48837246,48.195,5058,71.1196
33.4992389,48.195,5266,72.5672
33.51010534,48.195,5302,72.8148
33.52097178,48.195,5352,73.1574
33.53183822,48.195,5371,73.2871
33.54270466,48.195,5427,73.6682
33.5535711,48.195,5593,74.7864
33.56443754,48.195,5531,74.3707
33.57530398,48.195,5559,74.5587
33.58617042,48.195,5715,75.5976
33.59703686,48.195,5506,74.2024
33.6079033,48.195,5737,75.743
33.61876974,48.195,5533,74.3841
33.62963618,48.195,5625,75
33.64050262,48.195,5745,75.7958
33.65136906,48.195,5877,76.6616
33.6622355,48.195,5989,77.3886
33.67310194,48.195,6125,78.2624
33.68396838,48.195,5917,76.922
33.69483482,48.195,5851,76.4918
33.70570126,48.195,6019,77.5822
33.7165677,48.195,5965,77.2334
33.72743414,48.195,6200,78.7401
33.73830058,48.195,6171,78.5557
33.74916702,48.195,6115,78.1985
33.76003346,48.195,6399,79.9937
33.7708999,48.195,6564,81.0185
33.78176634,48.195,6404,80.025
33.79263278,48.195,6814,82.547
33.80349922,48.195,6647,81.5291
33.81436566,48.195,6959,83.4206
33.8252321,48.195,6950,83.3667
33.83609854,48.195,7072,84.0952
33.84696498,48.195,7103,84.2793
33.85783142,48.195,7183,84.7526
33.86869786,48.195,7144,84.5222
33.8795643,48.195,7237,85.0706
33.89043074,48.195,7357,85.773
33.90129718,48.195,7821,88.4364
33.91216362,48.195,8038,89.6549
33.92303006,48.195,8416,91.7388
33.9338965,48.195,8505,92.2226
33.94476294,48.195,8962,94.6678
33.95562938,48.195,9092,95.352
33.96649582,48.195,9347,96.6799
33.97736226,48.195,9534,97.6422
33.9882287,48.195,9624,98.102
33.99909514,48.195,9747,98.7269
34.00996158,48.195,9553,97.7394
34.02082802,48.195,9579,97.8724
34.03169446,48.195,9184,95.8332
34.0425609,48.195,8896,94.3186
34.05342734,48.195,8624,92.8655
34.06429378,48.195,8416,91.7388
34.07516022,48.195,8226,90.6973
34.08602666,48.195,8027,89.5935
34.0968931,48.195,8002,89.4539
34.10775954,48.195,7913,88.955
34.11862598,48.195,7615,87.264
34.12949242,48.195,7666,87.5557
34.14035886,48.195,7795,88.2893
34.1512253,48.195,8170,90.3881
34.16209174,48.195,7939,89.1011
34.17295818,48.195,7656,87.4986
34.18382462,48.195,7556,86.9253
34.19469106,48.195,7335,85.6446
34.2055575,48.195,7551,86.8965
34.21642394,48.195,8102,90.0111
34.22729038,48.195,8770,93.6483
34.23815682,48.195,10050,100.2497
34.24902326,48.195,10301,101.4938
34.2598897,48.195,10101,100.5037
34.27075614,48.195,9530,97.6217
34.28162258,48.195,9292,96.395
34.29248902,48.195,9513,97.5346
34.30335546,48.195,9692,98.448
34.3142219,48.195,10357,101.7693
34.32508834,48.195,10254,101.262
34.33595478,48.195,9812,99.0555
34.34682122,48.195,9201,95.9218
34.35768766,48.195,8784,93.723
34.3685541,48.195,8233,90.7359
34.37942054,48.195,7844,88.5664
34.39028698,48.195,7450,86.3134
34.40115342,48.195,7291,85.3874
34.41201986,48.195,6873,82.9036
34.4228863,48.195,6628,81.4125
34.43375274,48.195,6154,78.4474
34.44461918,48.195,6026,77.6273
34.45548562,48.195,5765,75.9276
34.46635206,48.195,5620,74.9667
34.4772185,48.195,5477,74.0068
34.48808494,48.195,5091,71.3512
34.49895138,48.195,5053,71.0845
34.50981782,48.195,4823,69.4478
34.52068426,48.195,4968,70.484
34.5315507,48.195,4935,70.2496
34.54241714,48.195,4975,70.5337
34.55328358,48.195,4858,69.6994
34.56415002,48.195,4812,69.3686
34.57501646,48.195,4951,70.3633
34.5858829,48.195,4850,69.6419
34.59674934,48.195,4762,69.0072
34.60761578,48.195,4816,69.3974
34.61848222,48.195,4845,69.606
34.62934866,48.195,4727,68.7532
34.6402151,48.195,4838,69.5557
34.65108154,48.195,4661,68.2715
34.66194798,48.195,4778,69.1231
34.67281442,48.195,4714,68.6586
34.68368086,48.195,4757,68.971
34.6945473,48.195,4584,67.7052
34.70541374,48.195,4537,67.3573
34.71628018,48.195,4577,67.6535
34.72714662,48.195,4650,68.1909
34.73801306,48.195,4623,67.9926
34.7488795,48.195,4503,67.1044
34.75974594,48.195,4539,67.3721
34.77061238,48.195,4627,68.0221
34.78147882,48.195,4667,68.3154
34.79234526,48.195,4615,67.9338
34.8032117,48.195,4537,67.3573
34.81407814,48.195,4585,67.7126
34.82494458,48.195,4520,67.2309
34.83581102,48.195,4652,68.2056
34.84667746,48.195,4494,67.0373
34.8575439,48.195,4627,68.0221
34.86841034,48.195,4404,66.3626
34.87927678,48.195,4634,68.0735
34.89014322,48.195,4527,67.283
34.90100966,48.195,4579,67.6683
34.9118761,48.195,4516,67.2012
34.92274254,48.195,4538,67.3647
34.93360898,48.195,4549,67.4463
34.94447542,48.195,4457,66.7608
34.95534186,48.195,4361,66.0379
34.9662083,48.195,4473,66.8805
34.97707474,48.195,4449,66.7008
34.98794118,48.195,4491,67.0149
34.99880762,48.195,4543,67.4018
35.00967406,48.195,4381,66.1891
35.0205405,48.195,4514,67.1863
35.03140694,48.195,4362,66.0454
35.04227338,48.195,4382,66.1967
35.05313982,48.195,4368,66.0908
35.06400626,48.195,4429,66.5507
35.0748727,48.195,4321,65.7343
35.08573914,48.195,4512,67.1714
35.09660558,48.195,4397,66.3099
35.10747202,48.195,4443,66.6558
35.11833846,48.195,4274,65.3758
35.1292049,48.195,4443,66.6558
35.14007134,48.195,4331,65.8103
35.15093778,48.195,4435,66.5958
35.16180422,48.195,4442,66.6483
35.17267066,48.195,4459,66.7757
35.1835371,48.195,4461,66.7907
35.19440354,48.195,4406,66.3777
35.20526998,48.195,4334,65.8331
35.21613642,48.195,4424,66.5132
35.22700286,48.195,4358,66.0151
35.2378693,48.195,4551,67.4611
35.24873574,48.195,4309,65.643
35.25960218,48.195,4350,65.9545
35.27046862,48.195,4349,65.9469
35.28133506,48.195,4284,65.4523
35.2922015,48.195,4364,66.0606
35.30306794,48.195,4287,65.4752
35.31393438,48.195,4405,66.3702
35.32480082,48.195,4317,65.7039
35.33566726,48.195,4254,65.2227
35.3465337,48.195,4320,65.7267
35.35740014,48.195,4373,66.1287
35.36826658,48.195,4361,66.0379
35.37913302,48.195,4365,66.0681
35.38999946,48.195,4450,66.7083
35.4008659,48.195,4458,66.7683
35.41173234,48.195,4365,66.0681
35.42259878,48.195,4315,65.6887
35.43346522,48.195,4364,66.0606
35.44433166,48.195,4329,65.7951
35.4551981,48.195,4312,65.6658
35.46606454,48.195,4430,66.5582
35.47693098,48.195,4268,65.3299
35.48779742,48.195,4435,66.5958
35.49866386,48.195,4412,66.4229
35.5095303,48.195,4369,66.0984
35.52039674,48.195,4441,66.6408
35.53126318,48.195,4425,66.5207
35.54212962,48.195,4303,65.5973
35.55299606,48.195,4347,65.9318
35.5638625,48.195,4413,66.4304
35.57472894,48.195,4393,66.2797
35.58559538,48.195,4404,66.3626
35.59646182,48.195,4401,66.34
35.60732826,48.195,4509,67.1491
35.6181947,48.195,4629,68.0368
35.62906114,48.195,4710,68.6294
35.63992758,48.195,4642,68.1322
35.65079402,48.195,4835,69.5342
35.66166046,48.195,4758,68.9783
35.6725269,48.195,4659,68.2569
35.68339334,48.195,4660,68.2642
35.69425978,48.195,4710,68.6294
35.70512622,48.195,4791,69.217
35.71599266,48.195,4824,69.455
35.7268591,48.195,5004,70.739
35.73772554,48.195,5206,72.1526
35.74859198,48.195,5181,71.9792
35.75945842,48.195,5117,71.5332
35.77032486,48.195,5246,72.4293
35.7811913,48.195,4964,70.4557
35.79205774,48.195,4920,70.1427
35.80292418,48.195,4798,69.2676
35.81379062,48.195,4960,70.4273
35.82465706,48.195,5120,71.5542
35.8355235,48.195,5080,71.2741
35.84638994,48.195,4991,70.647
35.85725638,48.195,4987,70.6187
35.86812282,48.195,4946,70.3278
35.87898926,48.195,4971,70.5053
35.8898557,48.195,4871,69.7925
35.90072214,48.195,4898,69.9857
35.91158858,48.195,5160,71.8331
35.92245502,48.195,5280,72.6636
35.93332146,48.195,5446,73.797
35.9441879,48.195,5992,77.408
35.95505434,48.195,6495,80.5916
35.96592078,48.195,7034,83.8689
35.97678722,48.195,7054,83.9881
35.98765366,48.195,7039,83.8987
35.9985201,48.195,6549,80.9259
36.00938654,48.195,6170,78.5493
36.02025298,48.195,6056,77.8203
36.03111942,48.195,6236,78.9683
36.04198586,48.195,6658,81.5966
36.0528523,48.195,7378,85.8953
36.06371874,48.195,8361,91.4385
36.07458518,48.195,9475,97.3396
36.08545162,48.195,10221,101.099
36.09631806,48.195,10485,102.3963
36.1071845,48.195,10397,101.9657
36.11805094,48.195,10413,102.0441
36.12891738,48.195,10148,100.7373
36.13978382,48.195,9960,99.7998
36.15065026,48.195,9407,96.9897
36.1615167,48.195,8831,93.9734
36.17238314,48.195,8166,90.3659
36.18324958,48.195,8002,89.4539
36.19411602,48.195,7788,88.2496
36.20498246,48.195,7470,86.4292
36.2158489,48.195,7156,84.5931
36.22671534,48.195,7000,83.666
36.23758178,48.195,6689,81.7863
36.24844822,48.195,6276,79.2212
36.25931466,48.195,5649,75.1598
36.2701811,48.195,5376,73.3212
36.28104754,48.195,4938,70.2709
36.29191398,48.195,4691,68.4909
36.30278042,48.195,4600,67.8233
36.31364686,48.195,4566,67.5722
36.3245133,48.195,4553,67.4759
36.33537974,48.195,4433,66.5808
36.34624618,48.195,4490,67.0075
36.35711262,48.195,4481,66.9403
36.36797906,48.195,4343,65.9014
36.3788455,48.195,4414,66.4379
36.38971194,48.195,4248,65.1767
36.40057838,48.195,4357,66.0076
36.41144482,48.195,4330,65.8027
36.42231126,48.195,4355,65.9924
36.4331777,48.195,4415,66.4455
36.44404414,48.195,4473,66.8805
36.45491058,48.195,4338,65.8635
36.46577702,48.195,4487,66.9851
36.47664346,48.195,4501,67.0895
36.4875099,48.195,4503,67.1044
36.49837634,48.195,4266,65.3146
36.50924278,48.195,4344,65.909
36.52010922,48.195,4319,65.7191
36.53097566,48.195,4472,66.873
36.5418421,48.195,4417,66.4605
36.55270854,48.195,4550,67.4537
36.56357498,48.195,4653,68.2129
36.57444142,48.195,4943,70.3065
36.58530786,48.195,4859,69.7065
36.5961743,48.195,5171,71.9097
36.60704074,48.195,5374,73.3076
36.61790718,48.195,5418,73.6071
36.62877362,48.195,5181,71.9792
36.63964006,48.195,5061,71.1407
36.6505065,48.195,4881,69.8642
36.66137294,48.195,4879,69.8498
36.67223938,48.195,4788,69.1954
36.68310582,48.195,4811,69.3614
36.69397226,48.195,4817,69.4046
36.7048387,48.195,4819,69.419
36.71570514,48.195,4909,70.0643
36.72657158,48.195,4891,69.9357
36.73743802,48.195,4568,67.587
36.74830446,48.195,4491,67.0149
36.7591709,48.195,4483,66.9552
36.77003734,48.195,4593,67.7717
36.78090378,48.195,4531,67.3127
36.79177022,48.195,4465,66.8207
36.80263666,48.195,4485,66.9701
36.8135031,48.195,4278,65.4064
36.82436954,48.195,4379,66.174
36.83523598,48.195,4315,65.6887
36.84610242,48.195,4298,65.5591
36.85696886,48.195,4345,65.9166
36.8678353,48.195,4415,66.4455
36.87870174,48.195,4247,65.169
36.88956818,48.195,4154,64.4515
36.90043462,48.195,4247,65.169
36.91130106,48.195,4174,64.6065
36.9221675,48.195,4166,64.5446
36.93303394,48.195,4169,64.5678
36.94390038,48.195,4144,64.3739
36.95476682,48.195,4249,65.1844
36.96563326,48.195,4041,63.5689
36.9764997,48.195,4128,64.2495
36.98736614,48.195,4197,64.7843
36.99823258,48.195,4194,64.7611
37.00909902,48.195,4175,64.6142
37.01996546,48.195,4151,64.4283
37.0308319,48.195,4294,65.5286
37.04169834,48.195,4015,63.364
37.05256478,48.195,4209,64.8768
37.06343122,48.195,4154,64.4515
37.07429766,48.195,4113,64.1327
37.0851641,48.195,4091,63.9609
37.09603054,48.195,3994,63.1981
37.10689698,48.195,4201,64.8151
37.11776342,48.195,4177,64.6297
37.12862986,48.195,4064,63.7495
37.1394963,48.195,4134,64.2962
37.15036274,48.195,4074,63.8279
37.16122918,48.195,4199,64.7997
37.17209562,48.195,4134,64.2962
37.18296206,48.195,4209,64.8768
37.1938285,48.195,4220,64.9615
37.20469494,48.195,4136,64.3117
37.21556138,48.195,4194,64.7611
37.22642782,48.195,4181,64.6607
37.23729426,48.195,4202,64.8228
37.2481607,48.195,4076,63.8436
37.25902714,48.195,4015,63.364
37.26989358,48.195,4219,64.9538
37.28076002,48.195,4225,65
37.29162646,48.195,4219,64.9538
37.3024929,48.195,4156,64.467
37.31335934,48.195,4207,64.8614
37.32422578,48.195,4192,64.7457
37.33509222,48.195,4158,64.4826
37.34595866,48.195,4142,64.3584
37.3568251,48.195,4120,64.1872
37.36769154,48.195,4175,64.6142
37.37855798,48.195,4203,64.8305
37.38942442,48.195,4177,64.6297
37.40029086,48.195,4149,64.4127
37.4111573,48.195,4106,64.0781
37.42202374,48.195,4263,65.2917
37.43289018,48.195,4176,64.622
37.44375662,48.195,4181,64.6607
37.45462306,48.195,4114,64.1405
37.4654895,48.195,4211,64.8922
37.47635594,48.195,4249,65.1844
37.48722238,48.195,4210,64.8845
37.49808882,48.195,4248,65.1767
37.50895526,48.195,4258,65.2534
37.5198217,48.195,4211,64.8922
37.53068814,48.195,4250,65.192
37.54155458,48.195,4312,65.6658
37.55242102,48.195,4279,65.4141
37.56328746,48.195,4439,66.6258
37.5741539,48.195,4458,66.7683
37.58502034,48.195,4576,67.6461
37.59588678,48.195,5095,71.3793
37.60675322,48.195,5221,72.2565
37.61761966,48.195,5382,73.3621
37.6284861,48.195,5608,74.8866
37.63935254,48.195,5777,76.0066
37.65021898,48.195,5902,76.8245
37.66108542,48.195,5844,76.4461
37.67195186,48.195,5743,75.7826
37.6828183,48.195,5679,75.3591
37.69368474,48.195,5790,76.092
37.70455118,48.195,5803,76.1774
37.71541762,48.195,5578,74.686
37.72628406,48.195,5659,75.2263
37.7371505,48.195,5759,75.8881
37.74801694,48.195,5642,75.1132
37.75888338,48.195,5678,75.3525
37.76974982,48.195,5794,76.1183
37.78061626,48.195,5899,76.8049
37.7914827,48.195,6038,77.7046
37.80234914,48.195,5698,75.4851
37.81321558,48.195,5500,74.162
37.82408202,48.195,5364,73.2393
37.83494846,48.195,5289,72.7255
37.8458149,48.195,5281,72.6705
37.85668134,48.195,5259,72.519
37.86754778,48.195,5062,71.1477
37.87841422,48.195,5192,72.0555
37.88928066,48.195,4991,70.647
37.9001471,48.195,5067,71.1829
37.91101354,48.195,4891,69.9357
37.92187998,48.195,4771,69.0724
37.93274642,48.195,4667,68.3154
37.94361286,48.195,4609,67.8896
37.9544793,48.195,4559,67.5204
37.96534574,48.195,4532,67.3201
37.97621218,48.195,4373,66.1287
37.98707862,48.195,4376,66.1513
37.99794506,48.195,4477,66.9104
38.0088115,48.195,4449,66.7008
38.01967794,48.195,4421,66.4906
38.03054438,48.195,4533,67.3276
38.04141082,48.195,4341,65.8863
38.05227726,48.195,4489,67
38.0631437,48.195,4221,64.9692
38.07401014,48.195,4222,64.9769
38.08487658,48.195,4149,64.4127
38.09574302,48.195,4160,64.4981
38.10660946,48.195,4239,65.1076
38.1174759,48.195,4153,64.4438
38.12834234,48.195,4146,64.3894
38.13920878,48.195,4231,65.0461
38.15007522,48.195,4211,64.8922
38.16094166,48.195,4134,64.2962
38.1718081,48.195,4165,64.5368
38.18267454,48.195,4185,64.6916
38.19354098,48.195,4111,64.1171
38.20440742,48.195,4120,64.1872
38.21527386,48.195,3975,63.0476
38.2261403,48.195,4214,64.9153
38.23700674,48.195,4152,64.436
38.24787318,48.195,4089,63.9453
38.25873962,48.195,4054,63.671
38.26960606,48.195,4012,63.3404
38.2804725,48.195,4111,64.1171
38.29133894,48.195,4134,64.2962
38.30220538,48.195,4163,64.5213
38.31307182,48.195,4090,63.9531
38.32393826,48.195,4007,63.3009
38.3348047,48.195,4090,63.9531
38.34567114,48.195,4171,64.5833
38.35653758,48.195,4210,64.8845
38.36740402,48.195,4109,64.1015
38.37827046,48.195,4170,64.5755
38.3891369,48.195,4024,63.435
38.40000334,48.195,4160,64.4981
38.41086978,48.195,4135,64.304
38.42173622,48.195,4190,64.7302
38.43260266,48.195,3951,62.857
38.4434691,48.195,4126,64.2339
38.45433554,48.195,4008,63.3088
38.46520198,48.195,4057,63.6946
38.47606842,48.195,4236,65.0846
38.48693486,48.195,4042,63.5767
38.4978013,48.195,4073,63.8201
38.50866774,48.195,4174,64.6065
38.51953418,48.195,4093,63.9766
38.53040062,48.195,4171,64.5833
38.54126706,48.195,4146,64.3894
38.5521335,48.195,4136,64.3117
38.56299994,48.195,4149,64.4127
38.57386638,48.195,4167,64.5523
38.58473282,48.195,4070,63.7966
38.59559926,48.195,4191,64.7379
38.6064657,48.195,4185,64.6916
38.61733214,48.195,4139,64.3351
38.62819858,48.195,4170,64.5755
38.63906502,48.195,4090,63.9531
38.64993146,48.195,4085,63.914
38.6607979,48.195,4065,63.7574
38.67166434,48.195,3976,63.0555
38.68253078,48.195,4160,64.4981
38.69339722,48.195,4204,64.8383
38.70426366,48.195,4179,64.6452
38.7151301,48.195,4112,64.1249
38.72599654,48.195,4249,65.1844
38.73686298,48.195,4038,63.5453
